moa,test_statistic.t,p_value
METHIONINE AMINOPEPTIDASE INHIBITOR,0.952503532517119,0.344158816185957
"PROTEIN TYROSINE KINASE INHIBITOR, TYROSINE KINASE INHIBITOR",0.947617435563385,0.348046480512444
SLOW AFTERHYPERPOLARIZATION CHANNEL BLOCKER,0.938370408419602,0.353269779576616
"BENZODIAZEPINE RECEPTOR AGONIST, GAMMA HYDROXYBUTYRIC ACID AGONIST",0.937080064128609,0.354398451224523
ACAT INHIBITOR,0.934843348398179,0.351139735884885
TYROSINE KINASE PARTIAL AGONIST,0.932198636346568,0.357616430110647
RETINOID RECEPTOR BINDER,0.928007333404871,0.357827480099031
UTROPHIN ENHANCER,0.9110408192653,0.369841387145319
CDK9 INHIBITOR,0.910706537321243,0.36375382519773
PROLYL ENDOPEPTIDASE INHIBITOR,0.910462039793424,0.365468458306911
MEMBRANE INTEGRITY INHIBITOR,0.907175692477762,0.364863242411561
"FREE FATTY ACID RECEPTOR AGONIST, G PROTEIN-COUPLED RECEPTOR AGONIST",0.901566489820906,0.371647760091294
TOPICAL ANESTHETIC,0.899161864628211,0.371728403390772
CALCIUM-ACTIVATED POTASSIUM CHANNEL ACTIVATOR,0.895565293177299,0.372306619809099
COMPLEMENT ANTAGONIST,0.88995221793902,0.379707110519853
SMOOTHENED RECEPTOR AGONIST,0.888084804575,0.377676103810852
"ADRENERGIC RECEPTOR AGONIST, DOPAMINE RECEPTOR AGONIST",0.878947045539861,0.381816193824198
"IMMUNOSUPPRESSANT, PROTEIN SYNTHESIS INHIBITOR, PURINE ANTAGONIST",0.876145268422862,0.38621485438789
RIBONUCLEOTIDE REDUCTASE INHIBITOR,0.874474590368406,0.382322819551839
CERAMIDASE INHIBITOR,0.870888125528606,0.390311452086422
MELANOCYTE-STIMULATING HORMONE MIMETIC,0.8698985125064,0.389941165146907
ANTIMETABOLITE,0.868273269007697,0.387270544513448
"SODIUM CHANNEL BLOCKER, T-TYPE CALCIUM CHANNEL BLOCKER",0.868047187016117,0.390537885809091
URATE TRANSPORTER INHIBITOR,0.86700478256908,0.392158914945584
PROGESTERONE RECEPTOR ANTAGONIST,0.864265648454626,0.388678343556167
SHIP2 PHOSPHATASE INHIBITOR,0.850973226163035,0.397916208778445
ANTICANCER AGENT,0.850767505789142,0.39528705854984
ADRENERGIC NEURON BLOCKER,0.845975753770088,0.404780906783714
ANDROGENIC STEROID,0.845746564023032,0.404455352278857
SUCCINIMIDE ANTIEPILEPTIC,0.843111720659795,0.401469285541972
LEUKOCYTE ACTIVATOR,0.84238671836204,0.403834248530623
NEUROTROPHIC AGENT,0.839500034618152,0.402202768145465
"ALK TYROSINE KINASE RECEPTOR INHIBITOR, INSULIN GROWTH FACTOR RECEPTOR INHIBITOR",0.839009730222932,0.406625341518187
ANTIEPILEPTIC,0.835237260898211,0.406820360529615
GLYCOSYL TRANSFERASE INHIBITOR,0.827043972933193,0.410953718330827
TYROSINE KINASE INHIBITOR,0.824936920754235,0.409686691139565
"AMYLOID PROTEIN INHIBITOR, ANTIAMYLOIDOGENIC AGENT",0.820705985020417,0.416406968315138
THYROID HORMONE STIMULANT,0.820410691663895,0.413716438286237
HISTONE DEMETHYLASE CONTROL,0.81018020167926,0.426618835037606
"GABA RECEPTOR MODULATOR, VOLTAGE-GATED SODIUM CHANNEL BLOCKER",0.80771974164261,0.424746765598214
"AKT INHIBITOR, MAP KINASE INHIBITOR",0.806514281243188,0.42465263902969
ANTIPROTOZOAL AGENT,0.80633053686301,0.420451818780941
"ACETYLCHOLINESTERASE INHIBITOR, CHOLINESTERASE INHIBITOR",0.800511737982887,0.427324357555895
IP1 PROSTACYCLIN RECEPTOR AGONIST,0.797236892292954,0.428204373893741
"CHELATING AGENT, REDUCING AGENT",0.796071157145172,0.429921429327434
GTPASE INHIBITOR,0.793980336823854,0.428934201595577
ACETYLCHOLINE RECEPTOR ALLOSTERIC MODULATOR,0.79288411844779,0.428733997339501
AUTOTAXIN INHIBITOR,0.792366148593511,0.429199678739851
EPOXIDE HYDOLASE INHIBITOR,0.790024805470124,0.438011746879047
"DOPAMINE RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR AGONIST",0.787295114491371,0.436915472184569
PERK INHIBITOR,0.78697765018305,0.434312642763291
CHLORIDE CHANNEL ANTAGONIST,0.785033406409906,0.43728502617883
"GASTRIN INHIBITOR, UREASE INHIBITOR",0.783739989076861,0.438383458972065
LDL RECEPTOR ACTIVATOR,0.783146860202586,0.437931073677886
"FLT3 INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, RAD51 INHIBITOR, RET TYROSINE KINASE INHIBITOR",0.780337316427612,0.441197350890577
GLYCINE RECEPTOR AGONIST,0.778825306678102,0.441602144034245
ENDOTHELIN RECEPTOR ANTAGONIST,0.776514109499738,0.437702765581421
"HEDGEHOG PATHWAY INHIBITOR, SMOOTHENED RECEPTOR ANTAGONIST",0.774628370590116,0.442408772065247
"THROMBIN INHIBITOR, THROMBIN RECEPTOR ANTAGONIST",0.772178453499185,0.444676079701505
"INDOLEAMINE 2,3-DIOXYGENASE INHIBITOR",0.770035150864574,0.442042884065565
3-KETOACYL COA THIOLASE INHIBITOR,0.766899953304822,0.448115087077042
OSTEOCLAST INHIBITOR,0.757287509976869,0.454904191739046
AMPK INHIBITOR,0.754965896079266,0.451524322337506
MINERALOCORTICOID RECEPTOR ANTAGONIST,0.754721613500498,0.45085340567992
ANGIOTENSIN ANTAGONIST,0.752131278030577,0.453454522132406
ATP SYNTHASE INHIBITOR,0.751632663135116,0.45319891669823
P21 ACTIVATED KINASE INHIBITOR,0.743009802201168,0.459677990525203
"MRP INHIBITOR, P GLYCOPROTEIN INHIBITOR",0.741478568713124,0.462878459476953
"OXYTOCIN RECEPTOR AGONIST, VASOPRESSIN RECEPTOR AGONIST",0.739069859406618,0.466257373088767
"ACETYLCHOLINE RECEPTOR ANTAGONIST, ADRENERGIC RECEPTOR ANTAGONIST",0.732314962051759,0.468597551312818
"DNA SYNTHESIS INHIBITOR, T CELL INHIBITOR",0.723332575640106,0.474019575085358
RETINOID RECEPTOR LIGAND,0.721848330373924,0.476136508082835
IMMUNOPHILIN LIGAND,0.720243107967589,0.475868650526927
GALANIN RECEPTOR 3 ANTAGONIST,0.718990676562284,0.476911849598126
SYNTHETIC ESTROGEN,0.71789176405545,0.475333795011324
BAX ACTIVATOR,0.716307163712375,0.478819515031154
SODIUM/HYDROGEN ANTIPORT INHIBITOR,0.714901956098223,0.479274825603827
"ADRENERGIC RECEPTOR AGONIST, SEROTONIN RECEPTOR ANTAGONIST",0.712277986072238,0.480041896817452
ESTROGEN RECEPTOR DEGRADER,0.711721436862883,0.480998075904231
EZH2 INHIBITOR,0.710434363992216,0.482193561508976
ANDROGEN RECEPTOR ENHANCER,0.705240633545116,0.482614777305923
CHK INHIBITOR,0.704458953874189,0.481581125550041
APOPTOSIS STIMULANT,0.700064574970013,0.484289143983607
TRANSIENT RECEPTOR POTENTIAL CHANNEL ANTAGONIST,0.698799893508815,0.484970153042798
SREBP INHIBITOR,0.698574374437479,0.490305353355879
LYSOPHOSPHOLIPASE INHIBITOR,0.694493664185887,0.493949872580009
"KATP ACTIVATOR, KIR6 CHANNEL (KATP) ACTIVATOR, VASODILATOR",0.694102166560014,0.491759971044909
VITAMIN K ANTAGONIST,0.690344825977435,0.490619646873985
TACHYKININ ANTAGONIST,0.689148064337267,0.491023361612304
SRC INHIBITOR,0.68913531433585,0.491172990073002
GLCNAC PHOSPHOTRANSFERASE INHIBITOR,0.688092642094494,0.495333514049408
METALLIC RADICAL FORMATION STIMULANT,0.686813121715242,0.496810902979225
BETA AMYLOID PROTEIN NEUROTOXICITY INHIBITOR,0.669867032572597,0.504439349914483
"DOPAMINE REUPTAKE INHIBITOR, SEROTONIN REUPTAKE INHIBITOR",0.669534422792959,0.505412150433427
"JAK INHIBITOR, SYK INHIBITOR",0.668203946484781,0.50788494942483
ROR MODULATOR,0.667686200093538,0.509542440259535
"INTERFERON INDUCER, TOLL-LIKE RECEPTOR AGONIST",0.663753120143243,0.510148878220761
"NOCICEPTIN/ORPHANIN FQ (NOP) RECEPTOR AGONIST, NOCICEPTIN/ORPHANIN FQ RECEPTOR AGONIST",0.66304314636844,0.512608127345852
GABA RECEPTOR ANTAGONIST,0.662766884216226,0.507671583454065
POLYAMINE BIOSYNTHESIS INHIBITOR,0.660736046749914,0.514299292164639
ANGIOTENSIN CONVERTING ENZYME ACTIVATOR,0.659413383557921,0.513664772419776
CALCIUM SENSING RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,0.659039825894667,0.514592984330061
"CYCLOOXYGENASE INHIBITOR, PPAR RECEPTOR AGONIST",0.6552813917288,0.515883422700472
FOLATE RECEPTOR LIGAND,0.655181338811961,0.514473443319815
BETA SECRETASE INHIBITOR,0.65205429023057,0.515898112014791
VEGFR INHIBITOR,0.65066692771139,0.515563058341257
G PROTEIN-COUPLED RECEPTOR MODULATOR,0.649295280402525,0.517249822038409
"CYCLOOXYGENASE INHIBITOR, OPIOID RECEPTOR AGONIST",0.646188566980095,0.52155317638259
ANTIVIRAL,0.643829130682221,0.519822083163288
STEAROYL-COA DESATURASE INHIBITOR,0.640026614036547,0.523385826199254
POTASSIUM CHANNEL ANTAGONIST,0.638966095860681,0.524182386547185
PROGRAMMED DEATH LIGAND INHIBITOR,0.637088767138715,0.529177991897185
HISTONE DEMETHYLASE INHIBITOR,0.636220796972252,0.525240014978719
GLUTAMATE CARBOXYPEPTIDASE INHIBITOR,0.633103512792257,0.530895592867213
P53 ACTIVATOR,0.632574493252124,0.528447577548568
"ATP CHANNEL BLOCKER, INSULIN SECRETAGOGUE, SULFONYLUREA",0.630297560404924,0.531630422890726
"DIHYDROFOLATE REDUCTASE INHIBITOR, THYMIDYLATE SYNTHASE INHIBITOR",0.627224502903682,0.533810087765576
NEUROTRANSMITTER AGONIST,0.620929477516711,0.538377981398341
TOLL-LIKE RECEPTOR INHIBITOR,0.619138331162344,0.538201630434751
DOPAMINE BETA HYDROXYLASE INHIBITOR,0.614774239049439,0.542531849421861
HYPOXIA INDUCIBLE FACTOR ACTIVATOR,0.613699276648927,0.544596419678413
SEROTONIN RECEPTOR PARTIAL AGONIST,0.611041180188381,0.541930727032258
BILE ACID,0.610189119397421,0.544790355503016
"BCR-ABL KINASE INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR",0.608988292211104,0.544004067634761
MICROTUBULE STABILIZING AGENT,0.607663375755551,0.544941336469325
"NOREPINEPHRINE REUPTAKE INHIBITOR, SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITOR (SNRI), SEROTONINâNOREPINEPHRINE REUPTAKE INHIBITOR (SNRI), TRICYCLIC ANTIDEPRESSANT",0.605861344885543,0.548211435998819
"NFKB PATHWAY INHIBITOR, PKC INHIBITOR",0.605139876851753,0.551179071896873
WNT5A PEPTIDE MIMETIC,0.604939077556228,0.5490093420481
AXL KINASE INHIBITOR,0.604031199817492,0.547092947280873
GK0582 INHIBITOR,0.603191056449191,0.549830472111908
OXIDATIVE STRESS INDUCER,0.602802501023944,0.548159552962257
INSULIN GROWTH FACTOR RECEPTOR INHIBITOR,0.600429036484324,0.549225378854925
"ANTI-LEISHMANIAL AGENT, PHOSPHORYLASE INHIBITOR",0.594655826787705,0.554216575980032
OCT ACTIVATOR,0.59295048579038,0.555519201295517
BONE FORMATION STIMULANT,0.584232451120582,0.563267412187547
SIGMA RECEPTOR LIGAND,0.582196174761159,0.561584219846772
AROMATASE INHIBITOR,0.58217813639267,0.560847178840971
GAMMA GLUTAMYLTRANSFERASE INHIBITOR,0.58088357530439,0.564589059346561
NEUROMUSCULAR BLOCKADE REVERSAL AGENT,0.580551337977326,0.564481079671092
ANTIOXIDANT,0.578745117854059,0.562878160525219
BETA-CATENIN INHIBITOR,0.577363338664663,0.56575978881561
GONADOTROPIN INHIBITOR,0.577030609155373,0.566439293903523
PLK INHIBITOR,0.576177396153189,0.564831368138103
P38 MAPK INHIBITOR,0.575845310334428,0.564868462240519
"PROCOLLAGEN C-ENDOPEPTIDASE INHIBITOR, PROCOLLAGEN C-ENDOPEPTIDASE INHIBITORS",0.575140671362166,0.569625564049159
PROTEIN KINASE INHIBITOR,0.574683869911768,0.565850828569101
DOPAMINE RECEPTOR PARTIAL AGONIST,0.565000392027533,0.573845680356392
ANTISPASMODIC,0.563656205615321,0.574820398234786
ANTISEPTIC,0.560751637182819,0.576130797361424
CARBONIC ANHYDRASE INHIBITOR,0.556814053493205,0.577816020133324
"CYCLOOXYGENASE INHIBITOR, PROSTAGLANDIN INHIBITOR",0.54974961328976,0.583949234699675
ANGIOGENESIS INHIBITOR,0.541713414464062,0.588443565772864
KIR6 CHANNEL (KATP) ACTIVATOR,0.541124235723719,0.590903401769625
"NECROPTOSIS INHIBITOR, RIPK INHIBITOR",0.540532955489574,0.592940281868142
SPHINGOSINE 1-PHOSPHATE RECEPTOR AGONIST,0.54050680615485,0.58978714080229
MITOTIC KINASE INHIBITOR,0.537515671546842,0.593668137634657
NA/K-ATPASE INHIBITOR,0.536324781170041,0.592703325571897
FREE FATTY ACID RECEPTOR AGONIST,0.528291439493112,0.597741583180214
LANOSTEROL DEMETHYLASE INHIBITOR,0.524597048860436,0.602734809883212
STEROIDOGENIC FACTOR ANTAGONIST,0.52407684047571,0.60485131979371
"FXR ANTAGONIST, VITAMIN D RECEPTOR AGONIST",0.523453821066601,0.603501433278386
PURINERGIC RECEPTOR ACTIVATOR,0.517659262768146,0.606109938998984
GLUTAMATE TRANSPORTER MODULATOR,0.515870694741545,0.609271145486936
AGE INHIBITOR,0.515093619109157,0.607817572142075
CARNITINE PALMITOYLTRANSFERASE INHIBITOR,0.51179691330875,0.6097516996383
"HISTAMINE RECEPTOR ANTAGONIST, PLATELET ACTIVATING FACTOR RECEPTOR ANTAGONIST",0.510801160276225,0.611957612096569
IL5 INHIBITOR,0.504215157276718,0.616949284426925
GLUCAGON RECEPTOR ANTAGONIST,0.503419111246224,0.615365733692809
GLYCOGEN PHOSPHORYLASE INHIBITOR,0.50299525771906906,0.615836330475955
"NFKB PATHWAY INHIBITOR, NITRIC OXIDE SYNTHASE INHIBITOR",0.498029627714379,0.622006334188526
"DOPAMINE REUPTAKE INHIBITOR, SEROTONIN RECEPTOR ANTAGONIST",0.494131200524942,0.624781814359145
BRADYCARDIC EFFECT,0.49346131947118,0.625658256907163
"CANNABINOID RECEPTOR AGONIST, GLUCOSE DEPENDENT INSULINOTROPIC RECEPTOR AGONIST, POTASSIUM CHANNEL BLOCKER, PPAR RECEPTOR AGONIST",0.487905634897632,0.628235344488595
"ANTI-INFLAMMATORY AGENT, ANTIINFLAMMATORY AGENT, ANTIOXIDANT",0.483147859016638,0.63372512235009
ACETYLCHOLINE RELEASE ENHANCER,0.48152163538594,0.631146487119512
MICROSOMAL TRIGYLCERIDE TRANSFER PROTEIN INHIBITOR,0.479987496589877,0.63457048832789
"DNA SYNTHESIS INHIBITOR, MICROTUBULE INHIBITOR",0.478056970453927,0.636139987250413
VASODILATOR,0.471376229337228,0.638014221453549
DIHYDROPTEROATE SYNTHASE INHIBITOR,0.468503880212674,0.640673709437297
LIPID PEROXIDASE INHIBITOR,0.466127909996345,0.641659456528921
GLYCOSIDE AGONIST,0.46552187694762,0.645873204474706
PROSTAGLANDIN SYNTHESIS INHIBITOR,0.462309698881431,0.646872821019204
PROSTAGLANDIN INHIBITOR,0.461119912798047,0.644923206392695
KINESIN INHIBITOR,0.460685074809662,0.64570770374283
"FLT3 INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, RET TYROSINE KINASE INHIBITOR, VEGFR INHIBITOR",0.457745127262062,0.649857491909505
TIGHT JUNCTION REGULATOR,0.453555708925387,0.653795702950996
MONOACYLGLYCEROL LIPASE INHIBITOR,0.451947978105089,0.652310593939456
CDK INHIBITOR,0.451894940347486,0.651411458826675
PLASMINOGEN ACTIVATOR INHIBITOR,0.450480093671768,0.654110782972569
"CDK INHIBITOR, DNA SYNTHESIS INHIBITOR",0.448398615032344,0.656363756980827
OPIOID RECEPTOR ANTAGONIST,0.445439498862488,0.656101638920014
"GAMMA GLUTAMYLTRANSFERASE INHIBITOR, GAMMA GLUTAMYLTRANSFERASE INHIBITORS",0.445158854327533,0.658471504510292
MYOSIN INHIBITOR,0.444287023666542,0.660653208666294
RIBOSYL CYCLASE INHIBITOR,0.442464199957211,0.660613095588391
FRUCTOSE BIPHOSPHATE INHIBITOR,0.440451636779546,0.66277230535818
"1,4,5-TRISPHOSPHATE INHIBITOR",0.439392607076446,0.663279028379163
TELOMERASE INHIBITOR,0.434740893161822,0.665187034085211
NOCICEPTIN/ORPHANIN FQ RECEPTOR AGONIST,0.433406194295967,0.667029826751773
EXPORTIN INHIBITOR,0.430211661086252,0.669755855805066
PKA INHIBITOR,0.427882547055402,0.670746347818845
POLYCOMB PROTEIN INHIBITOR,0.427360606909341,0.672299490014696
BCR-ABL KINASE INHIBITOR,0.426925601134163,0.669773486657688
ARF INHIBITOR,0.42312085726073,0.673229934846786
"CHOLESTEROL INHIBITOR, NIEMANN-PICK C1-LIKE 1 PROTEIN ANTAGONIST",0.423087609835411,0.673533941278052
"POTASSIUM CHANNEL BLOCKER, SODIUM CHANNEL BLOCKER",0.41987151219477,0.676499234166552
OXYTOCIN RECEPTOR ANTAGONIST,0.419304388686371,0.675760264259232
BENZODIAZEPINE RECEPTOR ANTAGONIST,0.412308329222611,0.68082692477699
CMV TERMINASE INHIBITOR,0.406225422755762,0.686272789256779
SODIUM/POTASSIUM/CHLORIDE TRANSPORTER INHIBITOR,0.403287585825972,0.687406379113663
CRF RECEPTOR ANTAGONIST,0.401583230365858,0.690382800923866
"ACETYLCHOLINE RECEPTOR AGONIST, NICOTINIC RECEPTOR AGONIST",0.400996295320486,0.691303433787407
"CDK INHIBITOR, GLYCOGEN SYNTHASE KINASE INHIBITOR",0.400528846054717,0.689406394128826
FLT3 INHIBITOR,0.399980709101522,0.689681444880422
GLUCOCORTICOID RECEPTOR MODULATOR,0.398056953857203,0.692400429074763
TOPICAL SUNSCREEN AGENT,0.397471189525335,0.692242162602805
RYANODINE RECEPTOR BLOCKER,0.397058504210533,0.693508561060312
"ARYL HYDROCARBON RECEPTOR AGONIST, CAPILLARY STABILIZING AGENT",0.394765485328112,0.695305702205289
"FLT3 INHIBITOR, MER TYROSINE KINASE INHIBITOR",0.394534357887801,0.695716200896042
"NOREPINEPHRINE REPUTAKE INHIBITOR, OPIOID RECEPTOR AGONIST, SEROTONIN REUPTAKE INHIBITOR",0.393070883685422,0.696202991390568
"ANTI-INFLAMMATORY AGENT, GLUCOCORTICOID RECEPTOR AGONIST",0.392472185634308,0.696934738254673
KIT INHIBITOR,0.389994666392411,0.697892179291112
"AKT INHIBITOR, TRAIL MODULATOR",0.38946259147453,0.699942971421207
CANNABINOID RECEPTOR ANTAGONIST,0.387670074217933,0.698427034415809
POTASSIUM/CHLORIDE COTRANSPORTER INHIBITOR,0.383099935107339,0.704241976168033
LACTAMASE INHIBITOR,0.381629974851664,0.703379770202102
"LEUKOTRIENE RECEPTOR ANTAGONIST, LIPOXYGENASE INHIBITOR",0.379599960361641,0.705881710193609
PIEZO CHANNEL ACTIVATOR,0.377821021982001,0.708096693937421
ANTITUSSIVE,0.377783301724865,0.705889319072796
LYSOPHOSPHOLIPID RECEPTOR ANTAGONIST,0.374976412334345,0.7104998243681
GLYCINE RECEPTOR ANTAGONIST,0.372298274417215,0.71206760594431
"KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR",0.368852333148854,0.715726059987974
VASOCONSTRICTOR,0.363508526636573,0.717312548949368
SEDATIVE,0.361964259207608,0.718484355277835
"BILIVERDIN REDUCTASE A ACTIVATOR, G PROTEIN-COUPLED RECEPTOR AGONIST",0.360783669581186,0.720473917457541
CANNABINOID RECEPTOR AGONIST,0.360125306078747,0.718960992767689
WNT SIGNALING INHIBITOR NEGATIVE CONTROL,0.359012613180229,0.722262429119272
"MEDIATOR RELEASE INHIBITOR, SYK INHIBITOR",0.356834377934095,0.72329709374734
DUB INHIBITOR,0.355769006666297,0.724022311541999
"BARBITURATE ANTIEPILEPTIC, GABA RECEPTOR MODULATOR",0.354984152648022,0.72420996929576
GLUCOSE DEPENDENT INSULINOTROPIC RECEPTOR LIGAND,0.350149863795962,0.728802019706658
THIAZIDE DIURETIC,0.350029510041633,0.72670523793712
RAGE RECEPTOR ANTAGONIST,0.344840982370608,0.731217643716952
"L-TYPE CALCIUM CHANNEL BLOCKER, T-TYPE CALCIUM CHANNEL BLOCKER",0.344794030208109,0.731655959028477
ANTHELMINTIC AGENT,0.344435700923728,0.73081083059024
DNA BINDING AGENT,0.338902902326387,0.736084657861936
"ACETYLCHOLINESTERASE INHIBITOR, MICROTUBULE INHIBITOR",0.333976494089303,0.73936694452097
BRADYKININ RECEPTOR ANTAGONIST,0.333888683162549,0.738921773419788
"EGFR INHIBITOR, RET TYROSINE KINASE INHIBITOR, VEGFR INHIBITOR",0.330999478556416,0.742628043516552
NADPH OXIDASE INHIBITOR,0.330847209291867,0.741717143900041
TRANSFERASE INHIBITOR,0.329591724652869,0.74355810576233194
CCK RECEPTOR ANTAGONIST,0.326277494062798,0.744364743984017
EXCITATORY AMINO ACID TRANSPORTER INHIBITOR,0.317368590724696,0.752657991682801
BCL-XL DOWNREGULATOR,0.316048311688634,0.75359711882382
SODIUM CHANNEL BLOCKER,0.31430402368946597,0.753327713982733
VASOPRESSIN RECEPTOR ANTAGONIST,0.313791611096351,0.753928357795343
ANTIALLERGIC AGENT,0.310396054329088,0.758048390080259
"CYTOCHROME P450 INHIBITOR, IMIDAZOLINE RECEPTOR LIGAND",0.307289186255989,0.759887690365221
KINESIN-LIKE SPINDLE PROTEIN INHIBITOR,0.305162167960049,0.760704414062042
DNA INTERCALATING AGENT,0.302567443737764,0.762699400812665
DIACYLGLYCEROL KINASE INHIBITOR,0.302217670477675,0.764139324898252
"DOPAMINE PRECURSOR, DOPAMINE RECEPTOR AGONIST",0.301284078876486,0.764749461080777
ANTITHYROID AGENT,0.298572744222581,0.766194538859909
CYSTEINE PEPTIDASE INHIBITOR,0.295452256283346,0.768347168380319
"APOPTOSIS STIMULANT, NFKB PATHWAY INHIBITOR",0.295385905027625,0.76836141655495
URICOSURIC BLOCKER,0.294413708898398,0.768902226783188
"ANTIOXIDANT, CAPILLARY STABILIZING AGENT, NITRIC OXIDE SCAVENGER",0.294154431432431,0.769311441159906
GLUTAMATE RELEASE INHIBITOR,0.29396188297434,0.770619023645926
"CYCLOOXYGENASE INHIBITOR, PROSTANOID RECEPTOR ANTAGONIST",0.293663020289063,0.769175108140576
GABA BENZODIAZEPINE SITE RECEPTOR INVERSE AGONIST,0.291582722761894,0.771124502393538
MAP KINASE ACTIVATOR,0.290183171243907,0.772426625159592
HYDROGEN PEROXIDE DECOMPOSITION INHIBITOR,0.289720624517125,0.773594005553305
"ANTICANCER AGENT, ARYL HYDROCARBON RECEPTOR ANTAGONIST",0.287013014595219,0.775459575278881
ATP-SENSITIVE POTASSIUM CHANNEL ANTAGONIST,0.284715698289293,0.776390892940159
PDGFR TYROSINE KINASE RECEPTOR INHIBITOR,0.283536621893342,0.777058411770752
"CYCLOOXYGENASE INHIBITOR, FAAH INHIBITOR, TRPV ANTAGONIST",0.283180928668423,0.778960140721809
NIACIN RECEPTOR AGONIST,0.281282753221818,0.779200837453298
PPAR RECEPTOR LIGAND,0.279601764750829,0.781111687879816
MELATONIN RECEPTOR ANTAGONIST,0.278620514340084,0.781159161668606
RNA SPLICING MODIFIER,0.276562344889631,0.783766335973065
"CYCLOOXYGENASE INHIBITOR, PLATELET AGGREGATION INHIBITOR",0.27649365701738,0.784008703681958
NEDD ACTIVATING ENZYME INHIBITOR,0.275848052633991,0.784043462030533
VOLTAGE-GATED SODIUM CHANNEL BLOCKER,0.274723753752038,0.783670757014707
"IGF-1 INHIBITOR, INSULIN GROWTH FACTOR RECEPTOR INHIBITOR, INSULIN RECEPTOR LIGAND",0.274571190480006,0.785016720216005
HEMOGLOBIN MODULATOR,0.272335075491526,0.786955444654716
GGTASE INHIBITOR,0.267966390790245,0.790698739300174
NEUROTRANSMITTER,0.264484413474395,0.79297379382213
CARDIOMYOGENESIS INDUCER,0.262800640309894,0.793879314926425
MACROPHAGE MIGRATION INHIBITING FACTOR INHIBITOR,0.262719336179173,0.793322555428945
RETINOID ISOMEROHYDROLASE INHIBITOR,0.260352106171881,0.796361723780558
HYDROXY RADICAL FORMATION STIMULANT,0.254009893240097,0.800649474611772
SECRETED FRIZZLED RELATED PROTEIN INHIBITOR,0.253667718916496,0.801289342839791
VEGF ANTAGONIST,0.253531757868456,0.800928576450793
LEUCYL-TRNA SYNTHETASE INHIBITOR,0.252239988494729,0.801172663973819
MYCOLIC SYNTHESIS INHIBITOR,0.25168981026687,0.802423012435827
ANDROGEN RECEPTOR MODULATOR,0.250194698259071,0.802535099486022
"FLT3 INHIBITOR, GROWTH FACTOR RECEPTOR INHIBITOR, JAK INHIBITOR",0.249841439875923,0.804378440101247
CAMP STIMULANT,0.249306247172952,0.804502289924273
LEUKOTRIENE SYNTHESIS INHIBITOR,0.246946574201248,0.805219910609171
CALCIUM CHANNEL ANTAGONIST,0.246893994431683,0.805985065953029
EPAC INHIBITOR,0.246267836533353,0.80743559934564
"BRADYKININ RECEPTOR ANTAGONIST, TUBULIN POLYMERIZATION INHIBITOR",0.246224674728844,0.806817022713939
"NOREPINEPHRINE REUPTAKE INHIBITOR, SEROTONIN REUPTAKE INHIBITOR",0.245951505255072,0.80805618511794
PROTEIN ARGININE N-METHYLTRANSFERASE INHIBITOR,0.24520094919569,0.806456416038978
APOPTOSIS INHIBITOR,0.243085527478404,0.808276954928384
RADICAL FORMATION STIMULANT,0.241953570616709,0.810143172937254
DYRK INHIBITOR,0.238417213867884,0.81223761150237
NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR,0.235834084236896,0.813721971956204
RENIN INHIBITOR,0.23580732663563,0.814121753376097
DOPAMINE RECEPTOR MODULATOR,0.233132681433933,0.816935198856979
HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,0.230100651015742,0.81805687519383
GLUTAMINASE INHIBITOR,0.225387573234661,0.823705787089223
"CDK INHIBITOR, GROWTH FACTOR RECEPTOR INHIBITOR",0.219128259033537,0.827446888383939
"ARYL HYDROCARBON RECEPTOR AGONIST, INDOLEAMINE 2,3-DIOXYGENASE INHIBITOR",0.21569632837104,0.830753680816028
ANTI-INFLAMMATORY AGENT,0.2099989650742,0.833708853754329
RHO ASSOCIATED KINASE INHIBITOR,0.209253453165114,0.834330608256607
"AURORA KINASE INHIBITOR, BCR-ABL KINASE INHIBITOR, FLT3 INHIBITOR, JAK INHIBITOR",0.207988403613574,0.836241608803063
ANTIDEPRESSANT,0.196288258752106,0.84527692054639
CASPASE ACTIVATOR,0.195539041810284,0.845206510908634
MRE11A EXONUCLEASE INHIBITOR,0.192541223945032,0.84838344708752
"CARBONIC ANHYDRASE INHIBITOR, GLUTAMATE RECEPTOR ANTAGONIST, KAINATE RECEPTOR ANTAGONIST",0.189521724142987,0.850863609572576
PHOTOSENSITIZING AGENT,0.184075537594383,0.854450050604621
TRPV AGONIST,0.180481234360607,0.856909108046241
THYMIDYLATE SYNTHASE INHIBITOR,0.17588085372472,0.860513437958925
SMOOTHENED RECEPTOR ANTAGONIST,0.170753497880162,0.864539125841843
IKK INHIBITOR,0.16968036811354,0.865408212435976
