moa,test_statistic,p_value
"CYTOCHROME P450 INHIBITOR, SODIUM/POTASSIUM/CHLORIDE TRANSPORTER INHIBITOR",0.967218741710199,0.3424625539041669
CHLORIDE CHANNEL ACTIVATOR,0.9649976541686475,0.337684943656855
CHOLERETIC AGENT,0.9597535104798325,0.3393073282072594
CALCIUM CHANNEL BLOCKER,0.9584339783179853,0.33796408529021316
ANTICONVULSANT,0.9580391327283849,0.338785958286811
INTERLEUKIN INHIBITOR,0.956803312479476,0.340443683026857
GABA RECEPTOR PARTIAL AGONIST,0.9563837859519402,0.3479516198491316
GLUCAGON-LIKE PEPTIDE RECEPTOR POSITIVE ALLOSTERIC MODULATOR,0.9544844955757472,0.34953489673448823
RENAL FUNCTION DIAGNOSTIC AGENT,0.9538125418250196,0.34652810762651076
REDUCING AGENT,0.9536549248482431,0.3429256779209954
METHIONINE AMINOPEPTIDASE INHIBITOR,0.9525035325171194,0.3441588161859571
"PROTEIN TYROSINE KINASE INHIBITOR, TYROSINE KINASE INHIBITOR",0.9476174355633847,0.34804648051244425
SLOW AFTERHYPERPOLARIZATION CHANNEL BLOCKER,0.9383704084196015,0.35326977957661587
"BENZODIAZEPINE RECEPTOR AGONIST, GAMMA HYDROXYBUTYRIC ACID AGONIST",0.9370800641286092,0.3543984512245226
ACAT INHIBITOR,0.9348433483981795,0.3511397358848848
TYROSINE KINASE PARTIAL AGONIST,0.9321986363465684,0.3576164301106468
RETINOID RECEPTOR BINDER,0.9280073334048714,0.35782748009903076
UTROPHIN ENHANCER,0.9110408192652998,0.36984138714531933
CDK9 INHIBITOR,0.9107065373212418,0.36375382519773103
PROLYL ENDOPEPTIDASE INHIBITOR,0.9104620397934244,0.36546845830691066
MEMBRANE INTEGRITY INHIBITOR,0.907175692477761,0.364863242411561
"FREE FATTY ACID RECEPTOR AGONIST, G PROTEIN-COUPLED RECEPTOR AGONIST",0.9015664898209065,0.3716477600912933
TOPICAL ANESTHETIC,0.8991618646282117,0.37172840339077173
CALCIUM-ACTIVATED POTASSIUM CHANNEL ACTIVATOR,0.895565293177299,0.3723066198090985
COMPLEMENT ANTAGONIST,0.88995221793902,0.3797071105198535
SMOOTHENED RECEPTOR AGONIST,0.8880848045749998,0.3776761038108517
"ADRENERGIC RECEPTOR AGONIST, DOPAMINE RECEPTOR AGONIST",0.8789470455398605,0.3818161938241984
"IMMUNOSUPPRESSANT, PROTEIN SYNTHESIS INHIBITOR, PURINE ANTAGONIST",0.8761452684228619,0.3862148543878895
RIBONUCLEOTIDE REDUCTASE INHIBITOR,0.8744745903684059,0.3823228195518392
CERAMIDASE INHIBITOR,0.8708881255286054,0.3903114520864225
MELANOCYTE-STIMULATING HORMONE MIMETIC,0.8698985125063993,0.3899411651469076
ANTIMETABOLITE,0.8682732690076976,0.3872705445134479
"SODIUM CHANNEL BLOCKER, T-TYPE CALCIUM CHANNEL BLOCKER",0.8680471870161172,0.39053788580909066
URATE TRANSPORTER INHIBITOR,0.8670047825690802,0.39215891494558364
PROGESTERONE RECEPTOR ANTAGONIST,0.8642656484546264,0.38867834355616726
SHIP2 PHOSPHATASE INHIBITOR,0.8509732261630352,0.39791620877844536
ANTICANCER AGENT,0.850767505789142,0.3952870585498399
ADRENERGIC NEURON BLOCKER,0.8459757537700879,0.4047809067837139
ANDROGENIC STEROID,0.8457465640230317,0.4044553522788574
SUCCINIMIDE ANTIEPILEPTIC,0.8431117206597956,0.4014692855419715
LEUKOCYTE ACTIVATOR,0.8423867183620403,0.4038342485306229
NEUROTROPHIC AGENT,0.8395000346181516,0.40220276814546485
"ALK TYROSINE KINASE RECEPTOR INHIBITOR, INSULIN GROWTH FACTOR RECEPTOR INHIBITOR",0.839009730222932,0.4066253415181874
ANTIEPILEPTIC,0.8352372608982116,0.40682036052961523
GLYCOSYL TRANSFERASE INHIBITOR,0.8270439729331936,0.41095371833082706
TYROSINE KINASE INHIBITOR,0.8249369207542417,0.40968669113956124
"AMYLOID PROTEIN INHIBITOR, ANTIAMYLOIDOGENIC AGENT",0.8207059850204169,0.41640696831513835
THYROID HORMONE STIMULANT,0.8204106916638942,0.4137164382862376
HISTONE DEMETHYLASE CONTROL,0.8101802016792606,0.426618835037606
"GABA RECEPTOR MODULATOR, VOLTAGE-GATED SODIUM CHANNEL BLOCKER",0.8077197416426101,0.42474676559821356
"AKT INHIBITOR, MAP KINASE INHIBITOR",0.8065142812431881,0.4246526390296901
ANTIPROTOZOAL AGENT,0.806330536863005,0.42045181878094395
"ACETYLCHOLINESTERASE INHIBITOR, CHOLINESTERASE INHIBITOR",0.8005117379828864,0.42732435755589526
IP1 PROSTACYCLIN RECEPTOR AGONIST,0.7972368922929538,0.428204373893741
"CHELATING AGENT, REDUCING AGENT",0.7960711571451721,0.42992142932743416
GTPASE INHIBITOR,0.7939803368238542,0.4289342015955768
ACETYLCHOLINE RECEPTOR ALLOSTERIC MODULATOR,0.792884118447791,0.42873399733950046
AUTOTAXIN INHIBITOR,0.7923661485935123,0.42919967873985043
EPOXIDE HYDOLASE INHIBITOR,0.7900248054701248,0.43801174687904665
"DOPAMINE RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR AGONIST",0.787295114491371,0.43691547218456905
PERK INHIBITOR,0.7869776501830498,0.4343126427632913
CHLORIDE CHANNEL ANTAGONIST,0.7850334064099062,0.43728502617883036
"GASTRIN INHIBITOR, UREASE INHIBITOR",0.7837399890768609,0.43838345897206477
LDL RECEPTOR ACTIVATOR,0.7831468602025866,0.43793107367788575
"FLT3 INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, RAD51 INHIBITOR, RET TYROSINE KINASE INHIBITOR",0.7803373164276124,0.44119735089057677
GLYCINE RECEPTOR AGONIST,0.7788253066781018,0.441602144034245
ENDOTHELIN RECEPTOR ANTAGONIST,0.7765141094997369,0.4377027655814216
"HEDGEHOG PATHWAY INHIBITOR, SMOOTHENED RECEPTOR ANTAGONIST",0.7746283705901152,0.4424087720652474
"THROMBIN INHIBITOR, THROMBIN RECEPTOR ANTAGONIST",0.7721784534991855,0.4446760797015047
"INDOLEAMINE 2,3-DIOXYGENASE INHIBITOR",0.7700351508645753,0.44204288406556447
3-KETOACYL COA THIOLASE INHIBITOR,0.7668999533048217,0.4481150870770422
OSTEOCLAST INHIBITOR,0.7572875099768687,0.4549041917390465
AMPK INHIBITOR,0.7549658960792657,0.4515243223375066
MINERALOCORTICOID RECEPTOR ANTAGONIST,0.7547216135004979,0.45085340567992016
ANGIOTENSIN ANTAGONIST,0.7521312780305768,0.453454522132406
ATP SYNTHASE INHIBITOR,0.751632663135115,0.45319891669823076
P21 ACTIVATED KINASE INHIBITOR,0.7430098022011684,0.4596779905252024
"MRP INHIBITOR, P GLYCOPROTEIN INHIBITOR",0.7414785687131235,0.4628784594769535
"OXYTOCIN RECEPTOR AGONIST, VASOPRESSIN RECEPTOR AGONIST",0.739069859406618,0.46625737308876725
"ACETYLCHOLINE RECEPTOR ANTAGONIST, ADRENERGIC RECEPTOR ANTAGONIST",0.7323149620517594,0.46859755131281833
"DNA SYNTHESIS INHIBITOR, T CELL INHIBITOR",0.7233325756401057,0.4740195750853581
RETINOID RECEPTOR LIGAND,0.7218483303739242,0.4761365080828355
IMMUNOPHILIN LIGAND,0.7202431079675886,0.47586865052692706
GALANIN RECEPTOR 3 ANTAGONIST,0.718990676562284,0.4769118495981257
SYNTHETIC ESTROGEN,0.7178917640554504,0.47533379501132345
BAX ACTIVATOR,0.7163071637123752,0.4788195150311543
SODIUM/HYDROGEN ANTIPORT INHIBITOR,0.7149019560982233,0.4792748256038267
"ADRENERGIC RECEPTOR AGONIST, SEROTONIN RECEPTOR ANTAGONIST",0.7122779860722386,0.48004189681745213
ESTROGEN RECEPTOR DEGRADER,0.7117214368628846,0.48099807590423027
EZH2 INHIBITOR,0.710434363992216,0.4821935615089764
ANDROGEN RECEPTOR ENHANCER,0.7052406335451159,0.4826147773059226
CHK INHIBITOR,0.7044589538741879,0.4815811255500424
APOPTOSIS STIMULANT,0.700064574970016,0.4842891439836047
TRANSIENT RECEPTOR POTENTIAL CHANNEL ANTAGONIST,0.698799893508815,0.48497015304279845
SREBP INHIBITOR,0.6985743744374797,0.49030535335587844
LYSOPHOSPHOLIPASE INHIBITOR,0.6944936641858873,0.49394987258000833
"KATP ACTIVATOR, KIR6 CHANNEL (KATP) ACTIVATOR, VASODILATOR",0.6941021665600136,0.4917599710449089
VITAMIN K ANTAGONIST,0.6903448259774357,0.4906196468739852
TACHYKININ ANTAGONIST,0.6891480643372673,0.4910233616123031
SRC INHIBITOR,0.6891353143358503,0.4911729900730015
GLCNAC PHOSPHOTRANSFERASE INHIBITOR,0.6880926420944938,0.4953335140494076
METALLIC RADICAL FORMATION STIMULANT,0.6868131217152428,0.49681090297922503
BETA AMYLOID PROTEIN NEUROTOXICITY INHIBITOR,0.669867032572597,0.5044393499144826
"DOPAMINE REUPTAKE INHIBITOR, SEROTONIN REUPTAKE INHIBITOR",0.6695344227929594,0.5054121504334275
"JAK INHIBITOR, SYK INHIBITOR",0.6682039464847813,0.5078849494248296
ROR MODULATOR,0.667686200093538,0.5095424402595345
"INTERFERON INDUCER, TOLL-LIKE RECEPTOR AGONIST",0.6637531201432434,0.5101488782207615
"NOCICEPTIN/ORPHANIN FQ (NOP) RECEPTOR AGONIST, NOCICEPTIN/ORPHANIN FQ RECEPTOR AGONIST",0.6630431463684404,0.5126081273458521
GABA RECEPTOR ANTAGONIST,0.6627668842162251,0.5076715834540659
POLYAMINE BIOSYNTHESIS INHIBITOR,0.6607360467499129,0.5142992921646388
ANGIOTENSIN CONVERTING ENZYME ACTIVATOR,0.6594133835579218,0.5136647724197758
CALCIUM SENSING RECEPTOR NEGATIVE ALLOSTERIC MODULATOR,0.659039825894667,0.514592984330061
"CYCLOOXYGENASE INHIBITOR, PPAR RECEPTOR AGONIST",0.6552813917288,0.5158834227004723
FOLATE RECEPTOR LIGAND,0.6551813388119614,0.5144734433198155
BETA SECRETASE INHIBITOR,0.6520542902305694,0.5158981120147916
VEGFR INHIBITOR,0.650666927711393,0.5155630583412552
G PROTEIN-COUPLED RECEPTOR MODULATOR,0.6492952804025267,0.5172498220384079
"CYCLOOXYGENASE INHIBITOR, OPIOID RECEPTOR AGONIST",0.646188566980095,0.5215531763825896
ANTIVIRAL,0.6438291306822241,0.519822083163286
STEAROYL-COA DESATURASE INHIBITOR,0.6400266140365473,0.5233858261992537
POTASSIUM CHANNEL ANTAGONIST,0.6389660958606815,0.5241823865471851
PROGRAMMED DEATH LIGAND INHIBITOR,0.6370887671387147,0.5291779918971848
HISTONE DEMETHYLASE INHIBITOR,0.6362207969722521,0.5252400149787189
GLUTAMATE CARBOXYPEPTIDASE INHIBITOR,0.6331035127922571,0.530895592867213
P53 ACTIVATOR,0.6325744932521247,0.5284475775485677
"ATP CHANNEL BLOCKER, INSULIN SECRETAGOGUE, SULFONYLUREA",0.6302975604049236,0.5316304228907258
"DIHYDROFOLATE REDUCTASE INHIBITOR, THYMIDYLATE SYNTHASE INHIBITOR",0.627224502903682,0.5338100877655764
NEUROTRANSMITTER AGONIST,0.6209294775167106,0.538377981398341
TOLL-LIKE RECEPTOR INHIBITOR,0.6191383311623443,0.5382016304347501
DOPAMINE BETA HYDROXYLASE INHIBITOR,0.6147742390494388,0.5425318494218603
HYPOXIA INDUCIBLE FACTOR ACTIVATOR,0.6136992766489271,0.5445964196784127
SEROTONIN RECEPTOR PARTIAL AGONIST,0.6110411801883808,0.5419307270322579
BILE ACID,0.6101891193974213,0.5447903555030158
"BCR-ABL KINASE INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR",0.6089882922111041,0.5440040676347606
MICROTUBULE STABILIZING AGENT,0.6076633757555494,0.5449413364693256
"NOREPINEPHRINE REUPTAKE INHIBITOR, SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITOR (SNRI), SEROTONINâNOREPINEPHRINE REUPTAKE INHIBITOR (SNRI), TRICYCLIC ANTIDEPRESSANT",0.6058613448855434,0.5482114359988193
"NFKB PATHWAY INHIBITOR, PKC INHIBITOR",0.6051398768517523,0.5511790718968741
WNT5A PEPTIDE MIMETIC,0.6049390775562281,0.5490093420480998
AXL KINASE INHIBITOR,0.6040311998174885,0.5470929472808758
GK0582 INHIBITOR,0.6031910564491907,0.5498304721119077
OXIDATIVE STRESS INDUCER,0.6028025010239437,0.5481595529622572
INSULIN GROWTH FACTOR RECEPTOR INHIBITOR,0.6004290364843248,0.5492253788549248
"ANTI-LEISHMANIAL AGENT, PHOSPHORYLASE INHIBITOR",0.5946558267877045,0.554216575980032
OCT ACTIVATOR,0.5929504857903799,0.5555192012955166
BONE FORMATION STIMULANT,0.5842324511205815,0.5632674121875474
SIGMA RECEPTOR LIGAND,0.582196174761159,0.5615842198467726
AROMATASE INHIBITOR,0.58217813639267,0.5608471788409712
GAMMA GLUTAMYLTRANSFERASE INHIBITOR,0.5808835753043898,0.5645890593465609
NEUROMUSCULAR BLOCKADE REVERSAL AGENT,0.5805513379773259,0.5644810796710921
ANTIOXIDANT,0.5787451178540618,0.5628781605252176
BETA-CATENIN INHIBITOR,0.577363338664663,0.5657597888156104
GONADOTROPIN INHIBITOR,0.577030609155373,0.566439293903523
PLK INHIBITOR,0.57617739615319,0.5648313681381019
P38 MAPK INHIBITOR,0.5758453103344282,0.5648684622405182
"PROCOLLAGEN C-ENDOPEPTIDASE INHIBITOR, PROCOLLAGEN C-ENDOPEPTIDASE INHIBITORS",0.5751406713621654,0.5696255640491588
PROTEIN KINASE INHIBITOR,0.5746838699117685,0.5658508285691002
DOPAMINE RECEPTOR PARTIAL AGONIST,0.5650003920275335,0.5738456803563922
ANTISPASMODIC,0.5636562056153213,0.5748203982347863
ANTISEPTIC,0.5607516371828187,0.5761307973614244
CARBONIC ANHYDRASE INHIBITOR,0.5568140534932065,0.5778160201333238
"CYCLOOXYGENASE INHIBITOR, PROSTAGLANDIN INHIBITOR",0.549749613289759,0.5839492346996757
ANGIOGENESIS INHIBITOR,0.5417134144640623,0.5884435657728643
KIR6 CHANNEL (KATP) ACTIVATOR,0.5411242357237189,0.5909034017696246
"NECROPTOSIS INHIBITOR, RIPK INHIBITOR",0.5405329554895737,0.5929402818681417
SPHINGOSINE 1-PHOSPHATE RECEPTOR AGONIST,0.5405068061548498,0.5897871408022904
MITOTIC KINASE INHIBITOR,0.537515671546842,0.5936681376346575
NA/K-ATPASE INHIBITOR,0.5363247811700419,0.5927033255718956
FREE FATTY ACID RECEPTOR AGONIST,0.5282914394931122,0.5977415831802142
LANOSTEROL DEMETHYLASE INHIBITOR,0.5245970488604362,0.6027348098832119
STEROIDOGENIC FACTOR ANTAGONIST,0.52407684047571,0.60485131979371
"FXR ANTAGONIST, VITAMIN D RECEPTOR AGONIST",0.5234538210666009,0.6035014332783857
PURINERGIC RECEPTOR ACTIVATOR,0.5176592627681458,0.6061099389989839
GLUTAMATE TRANSPORTER MODULATOR,0.515870694741545,0.6092711454869355
AGE INHIBITOR,0.5150936191091573,0.6078175721420753
CARNITINE PALMITOYLTRANSFERASE INHIBITOR,0.5117969133087501,0.6097516996383004
"HISTAMINE RECEPTOR ANTAGONIST, PLATELET ACTIVATING FACTOR RECEPTOR ANTAGONIST",0.5108011602762259,0.6119576120965684
IL5 INHIBITOR,0.5042151572767177,0.6169492844269248
GLUCAGON RECEPTOR ANTAGONIST,0.5034191112462235,0.6153657336928091
GLYCOGEN PHOSPHORYLASE INHIBITOR,0.5029952577190693,0.6158363304759551
"NFKB PATHWAY INHIBITOR, NITRIC OXIDE SYNTHASE INHIBITOR",0.4980296277143791,0.6220063341885258
"DOPAMINE REUPTAKE INHIBITOR, SEROTONIN RECEPTOR ANTAGONIST",0.4941312005249415,0.6247818143591455
BRADYCARDIC EFFECT,0.49346131947118016,0.6256582569071633
"CANNABINOID RECEPTOR AGONIST, GLUCOSE DEPENDENT INSULINOTROPIC RECEPTOR AGONIST, POTASSIUM CHANNEL BLOCKER, PPAR RECEPTOR AGONIST",0.4879056348976322,0.6282353444885953
"ANTI-INFLAMMATORY AGENT, ANTIINFLAMMATORY AGENT, ANTIOXIDANT",0.4831478590166383,0.6337251223500897
ACETYLCHOLINE RELEASE ENHANCER,0.48152163538594045,0.6311464871195116
MICROSOMAL TRIGYLCERIDE TRANSFER PROTEIN INHIBITOR,0.47998749658987677,0.6345704883278904
"DNA SYNTHESIS INHIBITOR, MICROTUBULE INHIBITOR",0.4780569704539271,0.6361399872504134
VASODILATOR,0.47137622933722745,0.6380142214535494
DIHYDROPTEROATE SYNTHASE INHIBITOR,0.468503880212674,0.640673709437297
LIPID PEROXIDASE INHIBITOR,0.4661279099963451,0.6416594565289209
GLYCOSIDE AGONIST,0.46552187694761993,0.6458732044747059
PROSTAGLANDIN SYNTHESIS INHIBITOR,0.4623096988814316,0.6468728210192034
PROSTAGLANDIN INHIBITOR,0.4611199127980467,0.6449232063926947
KINESIN INHIBITOR,0.4606850748096617,0.6457077037428298
"FLT3 INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, RET TYROSINE KINASE INHIBITOR, VEGFR INHIBITOR",0.45774512726206174,0.6498574919095045
TIGHT JUNCTION REGULATOR,0.4535557089253868,0.653795702950996
MONOACYLGLYCEROL LIPASE INHIBITOR,0.45194797810508974,0.6523105939394561
CDK INHIBITOR,0.4518949403474861,0.6514114588266746
PLASMINOGEN ACTIVATOR INHIBITOR,0.4504800936717683,0.6541107829725695
"CDK INHIBITOR, DNA SYNTHESIS INHIBITOR",0.44839861503234546,0.6563637569808258
OPIOID RECEPTOR ANTAGONIST,0.44543949886248824,0.6561016389200138
"GAMMA GLUTAMYLTRANSFERASE INHIBITOR, GAMMA GLUTAMYLTRANSFERASE INHIBITORS",0.4451588543275312,0.6584715045102933
MYOSIN INHIBITOR,0.44428702366654255,0.6606532086662935
RIBOSYL CYCLASE INHIBITOR,0.4424641999572109,0.6606130955883911
FRUCTOSE BIPHOSPHATE INHIBITOR,0.4404516367795457,0.6627723053581802
"1,4,5-TRISPHOSPHATE INHIBITOR",0.43939260707644584,0.6632790283791633
TELOMERASE INHIBITOR,0.43474089316182135,0.6651870340852108
NOCICEPTIN/ORPHANIN FQ RECEPTOR AGONIST,0.43340619429596655,0.667029826751773
EXPORTIN INHIBITOR,0.43021166108625253,0.6697558558050656
PKA INHIBITOR,0.4278825470554017,0.6707463478188446
POLYCOMB PROTEIN INHIBITOR,0.4273606069093415,0.6722994900146961
BCR-ABL KINASE INHIBITOR,0.42692560113416383,0.6697734866576877
ARF INHIBITOR,0.42312085726073045,0.6732299348467856
"CHOLESTEROL INHIBITOR, NIEMANN-PICK C1-LIKE 1 PROTEIN ANTAGONIST",0.42308760983541077,0.6735339412780518
"POTASSIUM CHANNEL BLOCKER, SODIUM CHANNEL BLOCKER",0.4198715121947705,0.6764992341665514
OXYTOCIN RECEPTOR ANTAGONIST,0.41930438868637077,0.675760264259232
BENZODIAZEPINE RECEPTOR ANTAGONIST,0.4123083292226113,0.6808269247769896
CMV TERMINASE INHIBITOR,0.40622542275576207,0.686272789256779
SODIUM/POTASSIUM/CHLORIDE TRANSPORTER INHIBITOR,0.40328758582597213,0.6874063791136631
CRF RECEPTOR ANTAGONIST,0.40158323036585847,0.6903828009238662
"ACETYLCHOLINE RECEPTOR AGONIST, NICOTINIC RECEPTOR AGONIST",0.400996295320486,0.6913034337874069
"CDK INHIBITOR, GLYCOGEN SYNTHASE KINASE INHIBITOR",0.40052884605471695,0.6894063941288258
FLT3 INHIBITOR,0.39998070910152345,0.6896814448804205
GLUCOCORTICOID RECEPTOR MODULATOR,0.3980569538572032,0.6924004290747634
TOPICAL SUNSCREEN AGENT,0.3974711895253356,0.6922421626028048
RYANODINE RECEPTOR BLOCKER,0.39705850421053357,0.6935085610603109
"ARYL HYDROCARBON RECEPTOR AGONIST, CAPILLARY STABILIZING AGENT",0.3947654853281124,0.6953057022052891
"FLT3 INHIBITOR, MER TYROSINE KINASE INHIBITOR",0.3945343578878009,0.6957162008960422
"NOREPINEPHRINE REPUTAKE INHIBITOR, OPIOID RECEPTOR AGONIST, SEROTONIN REUPTAKE INHIBITOR",0.39307088368542237,0.6962029913905674
"ANTI-INFLAMMATORY AGENT, GLUCOCORTICOID RECEPTOR AGONIST",0.39247218563430813,0.696934738254673
KIT INHIBITOR,0.38999466639241054,0.6978921792911128
"AKT INHIBITOR, TRAIL MODULATOR",0.3894625914745295,0.6999429714212071
CANNABINOID RECEPTOR ANTAGONIST,0.3876700742179305,0.6984270344158108
POTASSIUM/CHLORIDE COTRANSPORTER INHIBITOR,0.38309993510733875,0.704241976168033
LACTAMASE INHIBITOR,0.3816299748516644,0.7033797702021016
"LEUKOTRIENE RECEPTOR ANTAGONIST, LIPOXYGENASE INHIBITOR",0.3795999603616406,0.7058817101936095
PIEZO CHANNEL ACTIVATOR,0.3778210219820012,0.708096693937421
ANTITUSSIVE,0.3777833017248645,0.7058893190727955
LYSOPHOSPHOLIPID RECEPTOR ANTAGONIST,0.37497641233434487,0.7104998243680997
GLYCINE RECEPTOR ANTAGONIST,0.3722982744172149,0.7120676059443103
"KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR",0.36885233314885413,0.7157260599879745
VASOCONSTRICTOR,0.36350852663657324,0.7173125489493675
SEDATIVE,0.36196425920760833,0.7184843552778353
"BILIVERDIN REDUCTASE A ACTIVATOR, G PROTEIN-COUPLED RECEPTOR AGONIST",0.3607836695811858,0.7204739174575407
CANNABINOID RECEPTOR AGONIST,0.3601253060787469,0.7189609927676897
WNT SIGNALING INHIBITOR NEGATIVE CONTROL,0.35901261318022915,0.7222624291192722
"MEDIATOR RELEASE INHIBITOR, SYK INHIBITOR",0.35683437793409944,0.7232970937473366
DUB INHIBITOR,0.3557690066662972,0.7240223115419988
"BARBITURATE ANTIEPILEPTIC, GABA RECEPTOR MODULATOR",0.35498415264802136,0.7242099692957604
GLUCOSE DEPENDENT INSULINOTROPIC RECEPTOR LIGAND,0.35014986379596236,0.7288020197066585
THIAZIDE DIURETIC,0.3500295100416337,0.726705237937119
RAGE RECEPTOR ANTAGONIST,0.34484098237060823,0.7312176437169511
"L-TYPE CALCIUM CHANNEL BLOCKER, T-TYPE CALCIUM CHANNEL BLOCKER",0.34479403020810945,0.7316559590284772
ANTHELMINTIC AGENT,0.34443570092372733,0.7308108305902408
DNA BINDING AGENT,0.3389029023263872,0.7360846578619356
"ACETYLCHOLINESTERASE INHIBITOR, MICROTUBULE INHIBITOR",0.33397649408930397,0.7393669445209702
BRADYKININ RECEPTOR ANTAGONIST,0.3338886831625484,0.7389217734197886
"EGFR INHIBITOR, RET TYROSINE KINASE INHIBITOR, VEGFR INHIBITOR",0.33099947855641537,0.7426280435165517
NADPH OXIDASE INHIBITOR,0.3308472092918661,0.7417171439000415
TRANSFERASE INHIBITOR,0.3295917246528687,0.7435581057623322
CCK RECEPTOR ANTAGONIST,0.32627749406279666,0.7443647439840188
EXCITATORY AMINO ACID TRANSPORTER INHIBITOR,0.3173685907246964,0.7526579916828015
BCL-XL DOWNREGULATOR,0.31604831168863473,0.7535971188238197
SODIUM CHANNEL BLOCKER,0.31430402368946686,0.7533277139827323
VASOPRESSIN RECEPTOR ANTAGONIST,0.31379161109634973,0.7539283577953444
ANTIALLERGIC AGENT,0.31039605432908834,0.7580483900802588
"CYTOCHROME P450 INHIBITOR, IMIDAZOLINE RECEPTOR LIGAND",0.3072891862559886,0.759887690365221
KINESIN-LIKE SPINDLE PROTEIN INHIBITOR,0.3051621679600472,0.7607044140620431
DNA INTERCALATING AGENT,0.30256744373776373,0.7626994008126647
DIACYLGLYCEROL KINASE INHIBITOR,0.30221767047767467,0.764139324898253
"DOPAMINE PRECURSOR, DOPAMINE RECEPTOR AGONIST",0.3012840788764862,0.7647494610807773
ANTITHYROID AGENT,0.29857274422258073,0.7661945388599096
CYSTEINE PEPTIDASE INHIBITOR,0.29545225628334587,0.768347168380319
"APOPTOSIS STIMULANT, NFKB PATHWAY INHIBITOR",0.2953859050276254,0.7683614165549495
URICOSURIC BLOCKER,0.29441370889839713,0.7689022267831892
"ANTIOXIDANT, CAPILLARY STABILIZING AGENT, NITRIC OXIDE SCAVENGER",0.2941544314324312,0.7693114411599056
GLUTAMATE RELEASE INHIBITOR,0.2939618829743401,0.770619023645926
"CYCLOOXYGENASE INHIBITOR, PROSTANOID RECEPTOR ANTAGONIST",0.29366302028906244,0.7691751081405767
GABA BENZODIAZEPINE SITE RECEPTOR INVERSE AGONIST,0.2915827227618945,0.7711245023935374
MAP KINASE ACTIVATOR,0.290183171243907,0.7724266251595923
HYDROGEN PEROXIDE DECOMPOSITION INHIBITOR,0.28972062451712494,0.7735940055533046
"ANTICANCER AGENT, ARYL HYDROCARBON RECEPTOR ANTAGONIST",0.28701301459521883,0.7754595752788813
ATP-SENSITIVE POTASSIUM CHANNEL ANTAGONIST,0.28471569828929344,0.7763908929401588
PDGFR TYROSINE KINASE RECEPTOR INHIBITOR,0.2835366218933428,0.7770584117707517
"CYCLOOXYGENASE INHIBITOR, FAAH INHIBITOR, TRPV ANTAGONIST",0.2831809286684231,0.7789601407218087
NIACIN RECEPTOR AGONIST,0.2812827532218185,0.7792008374532975
PPAR RECEPTOR LIGAND,0.2796017647508294,0.7811116878798162
MELATONIN RECEPTOR ANTAGONIST,0.27862051434008406,0.781159161668606
RNA SPLICING MODIFIER,0.2765623448896313,0.7837663359730652
"CYCLOOXYGENASE INHIBITOR, PLATELET AGGREGATION INHIBITOR",0.27649365701737955,0.7840087036819579
NEDD ACTIVATING ENZYME INHIBITOR,0.27584805263399137,0.7840434620305328
VOLTAGE-GATED SODIUM CHANNEL BLOCKER,0.2747237537520392,0.7836707570147062
"IGF-1 INHIBITOR, INSULIN GROWTH FACTOR RECEPTOR INHIBITOR, INSULIN RECEPTOR LIGAND",0.27457119048000617,0.7850167202160051
HEMOGLOBIN MODULATOR,0.272335075491526,0.7869554446547159
GGTASE INHIBITOR,0.2679663907902446,0.7906987393001739
NEUROTRANSMITTER,0.2644844134743947,0.7929737938221301
CARDIOMYOGENESIS INDUCER,0.26280064030989403,0.7938793149264247
MACROPHAGE MIGRATION INHIBITING FACTOR INHIBITOR,0.2627193361791735,0.7933225554289444
RETINOID ISOMEROHYDROLASE INHIBITOR,0.26035210617188104,0.7963617237805576
HYDROXY RADICAL FORMATION STIMULANT,0.254009893240097,0.8006494746117718
SECRETED FRIZZLED RELATED PROTEIN INHIBITOR,0.25366771891649603,0.801289342839791
VEGF ANTAGONIST,0.2535317578684557,0.8009285764507932
LEUCYL-TRNA SYNTHETASE INHIBITOR,0.2522399884947281,0.801172663973819
MYCOLIC SYNTHESIS INHIBITOR,0.25168981026686954,0.8024230124358274
ANDROGEN RECEPTOR MODULATOR,0.25019469825907265,0.802535099486021
"FLT3 INHIBITOR, GROWTH FACTOR RECEPTOR INHIBITOR, JAK INHIBITOR",0.24984143987592147,0.8043784401012484
CAMP STIMULANT,0.2493062471729522,0.8045022899242731
LEUKOTRIENE SYNTHESIS INHIBITOR,0.24694657420124846,0.8052199106091705
CALCIUM CHANNEL ANTAGONIST,0.2468939944316835,0.8059850659530293
EPAC INHIBITOR,0.24626783653335368,0.8074355993456398
"BRADYKININ RECEPTOR ANTAGONIST, TUBULIN POLYMERIZATION INHIBITOR",0.24622467472884424,0.8068170227139393
"NOREPINEPHRINE REUPTAKE INHIBITOR, SEROTONIN REUPTAKE INHIBITOR",0.24595150525507198,0.8080561851179404
